,Photo Date,Photo ID ,Photographed By,Date Plated,Plated By,"Date of Trial
 (Monday)",Set ID,strain,Week Number,Replicate Number,# flies,Sex,"
Plate Type (Treatment (T), Control (C), Grow out Treatment (GoT), Baseline (B))","Dilution         (10-2, 10-3, 10-4, 10-5)",Green Count,Red Count,Total CFU on Plate,count type (digital or analog),Counted By,Recorded By (Notebook),Recorded By (Computer),total consumption (24 hours mm),total consumption (48 hours mm),Total Consumption ,red means (spore or vegetative),green means  (spore or vegetative),green survival,red survival,Notes
305,7/13/17,143 3293,FW,5/10/17,KMM,5/8/17,,WE,6.0,5,,M,T,10-4,0,13,13,analog,,SLD,FW,9.0,16.0,12.5,vegetative,spore,,,
307,7/13/17,143 3294,FW,5/10/17,KMM,5/8/17,,WE,6.0,6,,M,T,10-2,10,229,239,analog,,SLD,FW,16.0,27.0,21.5,vegetative,spore,,,
309,7/13/17,143 3295,FW,5/10/17,KMM,5/8/17,,WE,6.0,6,,M,T,10-3,1,27,28,analog,,SLD,FW,16.0,27.0,21.5,vegetative,spore,,,
311,7/13/17,143 3296,FW,5/10/17,KMM,5/8/17,,WE,6.0,6,,M,T,10-4,0,4,4,analog,,SLD,FW,16.0,27.0,21.5,vegetative,spore,,,
313,6/14/17,137 2786,,5/10/17,KMM,5/8/17,,WE,6.0,7,,M,T,10-2,19,523,542,analog,PJW,SLD,FW,9.0,15.0,12.0,vegetative,spore,,,
315,6/14/17,137 2785,,5/10/17,KMM,5/8/17,,WE,6.0,7,,M,T,10-3,1,69,70,analog,PJW,SLD,FW,9.0,15.0,12.0,vegetative,spore,,,
317,6/14/17,137 2784,,5/10/17,KMM,5/8/17,,WE,6.0,7,,M,T,10-4,2,10,12,analog,PJW,SLD,FW,9.0,15.0,12.0,vegetative,spore,,,
319,6/14/17,137 2783,,5/10/17,KMM,5/8/17,,WE,6.0,8,,M,T,10-2,5,203,208,analog,PJW,SLD,FW,19.0,32.0,25.5,vegetative,spore,,,
321,6/14/17,137 2782,,5/10/17,KMM,5/8/17,,WE,6.0,8,,M,T,10-3,2,27,29,analog,PJW,SLD,FW,19.0,32.0,25.5,vegetative,spore,,,
323,6/14/17,137 2781,,5/10/17,KMM,5/8/17,,WE,6.0,8,,M,T,10-4,0,4,4,analog,PJW,SLD,FW,19.0,32.0,25.5,vegetative,spore,,,
325,6/14/17,137 2779,,5/10/17,KMM,5/8/17,,WE,6.0,9,,M,T,10-2,0,148,148,analog,PJW,SLD,FW,6.0,19.0,12.5,vegetative,spore,,,
327,6/14/17,137 2780,,5/10/17,KMM,5/8/17,,WE,6.0,9,,M,T,10-3,0,28,28,analog,PJW,SLD,FW,6.0,19.0,12.5,vegetative,spore,,,
329,6/14/17,137 2778,,5/10/17,KMM,5/8/17,,WE,6.0,9,,M,T,10-4,0,3,3,analog,PJW,SLD,FW,6.0,19.0,12.5,vegetative,spore,,,
331,7/13/17,143 3297,FW,5/10/17,KMM,5/8/17,,WE,6.0,10,,M,T,10-2,1,685,686,analog,,SLD,FW,10.0,22.0,16.0,vegetative,spore,,,
333,7/13/17,143 3298,FW,5/10/17,KMM,5/8/17,,WE,6.0,10,,M,T,10-3,0,62,62,analog,,SLD,FW,10.0,22.0,16.0,vegetative,spore,,,
335,7/13/17,143 3299,FW,5/10/17,KMM,5/8/17,,WE,6.0,10,,M,T,10-4,3,10,13,analog,,SLD,FW,10.0,22.0,16.0,vegetative,spore,,,
337,7/13/17,143 3300,FW,5/10/17,KMM,5/8/17,,WE,6.0,11,,M,T,10-2,10,432,442,analog,,SLD,FW,20.0,32.0,26.0,vegetative,spore,,,
339,7/13/17,143 3301,FW,5/10/17,KMM,5/8/17,,WE,6.0,11,,M,T,10-3,1,59,60,analog,,SLD,FW,20.0,32.0,26.0,vegetative,spore,,,
341,7/13/17,143 3302,FW,5/10/17,KMM,5/8/17,,WE,6.0,11,,M,T,10-4,0,9,9,analog,,SLD,FW,20.0,32.0,26.0,vegetative,spore,,,
343,7/13/17,143 3303,FW,5/10/17,KMM,5/8/17,,WE,6.0,12,,M,T,10-2,5,137,142,analog,,SLD,FW,10.0,22.0,16.0,vegetative,spore,,,
345,7/13/17,143 3304,FW,5/10/17,KMM,5/8/17,,WE,6.0,12,,M,T,10-3,0,15,15,analog,,SLD,FW,10.0,22.0,16.0,vegetative,spore,,,
347,7/13/17,143 3305,FW,5/10/17,KMM,5/8/17,,WE,6.0,12,,M,T,10-4,0,1,1,analog,,SLD,FW,10.0,22.0,16.0,vegetative,spore,,,
349,7/13/17,143 3306,FW,5/10/17,KMM,5/8/17,,WE,6.0,13,,M,T,10-2,1,906,907,analog,,SLD,FW,12.0,24.0,18.0,vegetative,spore,,,
351,7/13/17,143 3307,FW,5/10/17,KMM,5/8/17,,WE,6.0,13,,M,T,10-3,0,102,102,analog,,SLD,FW,12.0,24.0,18.0,vegetative,spore,,,
353,7/13/17,143 3308,FW,5/10/17,KMM,5/8/17,,WE,6.0,13,,M,T,10-4,0,16,16,analog,,SLD,FW,12.0,24.0,18.0,vegetative,spore,,,
355,7/13/17,143 3309,FW,5/10/17,KMM,5/8/17,,WE,6.0,14,,M,T,10-2,0,390,390,analog,,SLD,FW,9.0,17.0,13.0,vegetative,spore,,,
357,7/13/17,143 3310,FW,5/10/17,KMM,5/8/17,,WE,6.0,14,,M,T,10-3,0,39,39,analog,,SLD,FW,9.0,17.0,13.0,vegetative,spore,,,
359,7/13/17,143 3311,FW,5/10/17,KMM,5/8/17,,WE,6.0,14,,M,T,10-4,0,5,5,analog,,SLD,FW,9.0,17.0,13.0,vegetative,spore,,,
361,7/13/17,143 3312,FW,5/10/17,KMM,5/8/17,,WE,6.0,15,,M,T,10-2,49,484,533,analog,,SLD,FW,16.0,32.0,24.0,vegetative,spore,,,
363,7/13/17,143 3313,FW,5/10/17,KMM,5/8/17,,WE,6.0,15,,M,T,10-3,6,58,64,analog,,SLD,FW,16.0,32.0,24.0,vegetative,spore,,,
365,7/13/17,143 3314,FW,5/10/17,KMM,5/8/17,,WE,6.0,15,,M,T,10-4,0,6,6,analog,,SLD,FW,16.0,32.0,24.0,vegetative,spore,,,
367,5/15/17,124 1872,,5/10/17,UR,5/8/17,,WE,6.0,16,,M,T,10-2,11,787,798,analog,MR,FW,,19.0,30.0,24.5,vegetative,spore,,,
369,5/15/17,124 1873,,5/10/17,UR,5/8/17,,WE,6.0,16,,M,T,10-3,1,134,135,analog,MR,FW,,19.0,30.0,24.5,vegetative,spore,,,
371,5/15/17,124 1826,,5/10/17,UR,5/8/17,,WE,6.0,16,,M,T,10-4,0,4,4,analog,MR,FW,,19.0,30.0,24.5,vegetative,spore,,,
373,5/15/17,124 1875,,5/10/17,UR,5/8/17,,WE,6.0,17,,M,T,10-2,0,508,508,analog,MR,FW,,9.0,19.0,14.0,vegetative,spore,,,
375,5/15/17,124 1876,,5/10/17,UR,5/8/17,,WE,6.0,17,,M,T,10-3,0,131,131,analog,MR,FW,,9.0,19.0,14.0,vegetative,spore,,,
377,5/15/17,124 1830,,5/10/17,UR,5/8/17,,WE,6.0,17,,M,T,10-4,0,0,0,analog,MR,FW,,9.0,19.0,14.0,vegetative,spore,,,
379,5/15/17,124 1878,,5/10/17,UR,5/8/17,,WE,6.0,18,,M,T,10-2,0,735,735,analog,MR,FW,,17.0,28.0,22.5,vegetative,spore,,,
381,5/15/17,124 1879,,5/10/17,UR,5/8/17,,WE,6.0,18,,M,T,10-3,134,0,134,analog,MR,FW,,17.0,28.0,22.5,vegetative,spore,,,
383,5/15/17,124 1834,,5/10/17,UR,5/8/17,,WE,6.0,18,,M,T,10-4,4,0,4,analog,MR,FW,,17.0,28.0,22.5,vegetative,spore,,,
385,5/15/17,124 1883,,5/10/17,UR,5/8/17,,WE,6.0,19,,M,T,10-2,1,0,1,analog,BC,KMM,,12.0,21.0,16.5,vegetative,spore,,,tiny colonies NC
387,5/15/17,124 1884,,5/10/17,UR,5/8/17,,WE,6.0,19,,M,T,10-3,1,0,1,analog,BC,KMM,,12.0,21.0,16.5,vegetative,spore,,,tiny colonies NC
389,5/15/17,124 1837,,5/10/17,UR,5/8/17,,WE,6.0,19,,M,T,10-4,0,0,0,analog,BC,KMM,,12.0,21.0,16.5,vegetative,spore,,,
391,5/15/17,124 1886,,5/10/17,UR,5/8/17,,WE,6.0,20,,M,T,10-2,2,0,2,analog,BC,KMM,,6.0,21.0,13.5,vegetative,spore,,,"tiny colonies, cont"
393,5/15/17,124 1887,,5/10/17,UR,5/8/17,,WE,6.0,20,,M,T,10-3,0,0,0,analog,BC,KMM,,6.0,21.0,13.5,vegetative,spore,,,contaminated
395,5/15/17,124 1840,,5/10/17,UR,5/8/17,,WE,6.0,20,,M,T,10-4,0,0,0,analog,BC,KMM,,6.0,21.0,13.5,vegetative,spore,,,
397,5/15/17,124 1889,,5/10/17,UR,5/8/17,,WE,6.0,21,,M,T,10-2,2,0,2,analog,BC,KMM,,24.0,36.0,30.0,vegetative,spore,,,tiny colonies NC
399,5/15/17,124 1890,,5/10/17,UR,5/8/17,,WE,6.0,21,,M,T,10-3,0,0,0,analog,BC,KMM,,24.0,36.0,30.0,vegetative,spore,,,tiny colonies NC
401,5/15/17,124 1843,,5/10/17,UR,5/8/17,,WE,6.0,21,,M,T,10-4,0,0,0,analog,BC,KMM,,24.0,36.0,30.0,vegetative,spore,,,
403,5/15/17,124 1892,,5/10/17,UR,5/8/17,,WE,6.0,22,,M,T,10-2,3,58,61,analog,EF,HB,,17.0,33.0,25.0,vegetative,spore,,,contaminated
405,5/15/17,124 1894,,5/10/17,UR,5/8/17,,WE,6.0,22,,M,T,10-3,9,0,9,analog,EF,HB,,17.0,33.0,25.0,vegetative,spore,,,contaminated
407,5/15/17,124 1846,,5/10/17,UR,5/8/17,,WE,6.0,22,,M,T,10-4,0,0,0,analog,EF,HB,,17.0,33.0,25.0,vegetative,spore,,,
409,5/15/17,124 1896,,5/10/17,UR,5/8/17,,WE,6.0,23,,M,T,10-2,24,0,24,analog,EF,HB,,14.0,27.0,20.5,vegetative,spore,,,contaminated
411,5/15/17,124 1897,,5/10/17,UR,5/8/17,,WE,6.0,23,,M,T,10-3,0,4,4,analog,EF,HB,,14.0,27.0,20.5,vegetative,spore,,,
413,5/15/17,124 1850,,5/10/17,UR,5/8/17,,WE,6.0,23,,M,T,10-4,0,0,0,analog,EF,HB,,14.0,27.0,20.5,vegetative,spore,,,
415,5/15/17,124 1899,,5/10/17,UR,5/8/17,,WE,6.0,24,,M,T,10-2,546,16,562,analog,EF,HB,,21.0,30.0,25.5,vegetative,spore,,,
417,5/15/17,124 1900,,5/10/17,UR,5/8/17,,WE,6.0,24,,M,T,10-3,65,0,65,analog,EF,HB,,21.0,30.0,25.5,vegetative,spore,,,
419,5/15/17,124 1853,,5/10/17,UR,5/8/17,,WE,6.0,24,,M,T,10-4,1,0,1,analog,EF,HB,,21.0,30.0,25.5,vegetative,spore,,,contaminated
421,5/15/17,124 1902,,5/10/17,UR,5/8/17,,WE,6.0,25,,M,T,10-2,2,0,2,analog,,HB,,17.0,30.0,23.5,vegetative,spore,,,contaminated
423,5/15/17,124 1903,,5/10/17,UR,5/8/17,,WE,6.0,25,,M,T,10-3,0,0,0,analog,,HB,,17.0,30.0,23.5,vegetative,spore,,,contaminated
425,5/15/17,124 1856,,5/10/17,UR,5/8/17,,WE,6.0,25,,M,T,10-4,0,0,0,analog,,HB,,17.0,30.0,23.5,vegetative,spore,,,
427,5/15/17,124 1905,,5/10/17,UR,5/8/17,,WE,6.0,26,,M,T,10-2,2,0,2,analog,,HB,,12.0,22.0,17.0,vegetative,spore,,,contaminated
429,5/15/17,124 1906,,5/10/17,UR,5/8/17,,WE,6.0,26,,M,T,10-3,0,0,0,analog,,HB,,12.0,22.0,17.0,vegetative,spore,,,contaminated
431,5/15/17,124 1859,,5/10/17,UR,5/8/17,,WE,6.0,26,,M,T,10-4,0,0,0,analog,,HB,,12.0,22.0,17.0,vegetative,spore,,,contaminated
433,5/15/17,124 1908,,5/10/17,UR,5/8/17,,WE,6.0,27,,M,T,10-2,9,0,9,analog,,HB,,17.0,34.0,25.5,vegetative,spore,,,
435,5/15/17,124 1909,,5/10/17,UR,5/8/17,,WE,6.0,27,,M,T,10-3,1,0,1,analog,,HB,,17.0,34.0,25.5,vegetative,spore,,,contaminated
437,5/15/17,124 1862,,5/10/17,UR,5/8/17,,WE,6.0,27,,M,T,10-4,0,0,0,analog,,HB,,17.0,34.0,25.5,vegetative,spore,,,
439,5/15/17,124 1911,,5/10/17,UR,5/8/17,,WE,6.0,28,,M,T,10-2,1,0,1,analog,,HB,,10.0,18.0,14.0,vegetative,spore,,,contaminated
441,5/15/17,124 1912,,5/10/17,UR,5/8/17,,WE,6.0,28,,M,T,10-3,0,0,0,analog,,HB,,10.0,18.0,14.0,vegetative,spore,,,contaminated
443,5/15/17,124 1865,,5/10/17,UR,5/8/17,,WE,6.0,28,,M,T,10-4,1,0,1,analog,,HB,,10.0,18.0,14.0,vegetative,spore,,,
445,5/15/17,124 1914,,5/10/17,UR,5/8/17,,WE,6.0,29,,M,T,10-2,1,0,1,analog,,HB,,10.0,19.0,14.5,vegetative,spore,,,contaminated
447,5/15/17,124 1915,,5/10/17,UR,5/8/17,,WE,6.0,29,,M,T,10-3,0,0,0,analog,,HB,,10.0,19.0,14.5,vegetative,spore,,,contaminated
449,5/15/17,124 1868,,5/10/17,UR,5/8/17,,WE,6.0,29,,M,T,10-4,0,0,0,analog,,HB,,10.0,19.0,14.5,vegetative,spore,,,
451,5/15/17,124 1917,,5/10/17,UR,5/8/17,,WE,6.0,30,,M,T,10-2,4,0,4,analog,,HB,,11.0,21.0,16.0,vegetative,spore,,,
453,5/15/17,124 1918,,5/10/17,UR,5/8/17,,WE,6.0,30,,M,T,10-3,1,0,1,analog,,HB,,11.0,21.0,16.0,vegetative,spore,,,
455,5/15/17,124 1871,,5/10/17,UR,5/8/17,,WE,6.0,30,,M,T,10-4,0,0,0,analog,,HB,,11.0,21.0,16.0,vegetative,spore,,,contaminated
457,5/22/17,128 2041,,5/11/17,SW,5/8/17,,WE,6.0,1,,F ,GOT,10-3,466,7,473,analog,,SLD,,,,,vegetative,spore,,,contaminated
459,5/22/17,128 2042,,5/11/17,SW,5/8/17,,WE,6.0,1,,F,GOT,10-4,51,0,51,analog,NL,SLD,,,,,vegetative,spore,,,contaminated
461,5/22/17,128 2043,,5/11/17,SW,5/8/17,,WE,6.0,1,,F,GOT,10-5,2,0,2,analog,NL,SLD,,,,,vegetative,spore,,,no counting dots?
463,5/22/17,128 2045,,5/11/17,SW,5/8/17,,WE,6.0,2,,F,GOT,10-3,404,12,416,analog,,SLD,,,,,vegetative,spore,,,contaminated
465,5/22/17,128 2046,,5/11/17,SW,5/8/17,,WE,6.0,2,,F,GOT,10-4,30,5,35,analog,,SLD,,,,,vegetative,spore,,,contaminated
467,5/22/17,128 2047,,5/11/17,SW,5/8/17,,WE,6.0,2,,F,GOT,10-5,14,1,15,analog,,SLD,,,,,vegetative,spore,,,contaminated
469,5/22/17,128 2048,,5/11/17,SW,5/8/17,,WE,6.0,3,,F,GOT,10-3,227,11,238,analog,NC,SLD,,,,,vegetative,spore,,,contaminated
471,5/22/17,128 2049 ,,5/11/17,SW,5/8/17,,WE,6.0,3,,F,GOT,10-4,13,0,13,analog,NC,SLD,,,,,vegetative,spore,,,contaminated
473,5/22/17,128 2050 ,,5/11/17,SW,5/8/17,,WE,6.0,3,,F,GOT,10-5,2,0,2,analog,NC,SLD,,,,,vegetative,spore,,,contaminated
475,5/22/17,128 2051 ,,5/11/17,SW,5/8/17,,WE,6.0,4,,F,GOT,10-3,12,0,12,analog,ST?,SLD,,,,,vegetative,spore,,,contaminated
477,5/22/17,128 2053 ,,5/11/17,SW,5/8/17,,WE,6.0,4,,F,GOT,10-4,1,0,1,analog,ST?,SLD,,,,,vegetative,spore,,,contaminated
479,5/22/17,128 2054,,5/11/17,SW,5/8/17,,WE,6.0,4,,F,GOT,10-5,0,0,0,analog,ST?,SLD,,,,,vegetative,spore,,,contaminated
481,5/22/17,128 2055,,5/11/17,SW,5/8/17,,WE,6.0,5,,F,GOT,10-3,84,2,86,analog,ST?,SLD,,,,,vegetative,spore,,,contaminated
483,5/22/17,128 2057,,5/11/17,SW,5/8/17,,WE,6.0,5,,F,GOT,10-4,8,0,8,analog,ST?,SLD,,,,,vegetative,spore,,,contaminated
485,5/22/17,128 2058 ,,5/11/17,SW,5/8/17,,WE,6.0,5,,F,GOT,10-5,3,0,3,analog,ST?,SLD,,,,,vegetative,spore,,,contaminated
487,5/22/17,128 2059,,5/11/17,SW,5/8/17,,WE,6.0,6,,F,GOT,10-3,6,0,6,analog,ST?,SLD,,,,,vegetative,spore,,,contaminated
489,5/22/17,128 2060 ,,5/11/17,SW,5/8/17,,WE,6.0,6,,F,GOT,10-4,0,0,0,analog,ST?,SLD,,,,,vegetative,spore,,,contaminated
491,5/22/17,128 2061 ,,5/11/17,SW,5/8/17,,WE,6.0,6,,F,GOT,10-5,0,0,0,analog,ST?,SLD,,,,,vegetative,spore,,,contaminated
493,5/22/17,128 2062 ,,5/11/17,SW,5/8/17,,WE,6.0,7,,F,GOT,10-3,179,4,183,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
495,5/22/17,128 2063 ,,5/11/17,SW,5/8/17,,WE,6.0,7,,F,GOT,10-4,19,1,20,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
497,5/22/17,128 2064,,5/11/17,SW,5/8/17,,WE,6.0,7,,F,GOT,10-5,3,0,3,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
499,5/22/17,128 2065 ,,5/11/17,SW,5/8/17,,WE,6.0,8,,F,GOT,10-3,40,49,89,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
501,5/22/17,128 2066 ,,5/11/17,SW,5/8/17,,WE,6.0,8,,F,GOT,10-4,5,0,5,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
503,5/22/17,128 2067,,5/11/17,SW,5/8/17,,WE,6.0,8,,F,GOT,10-5,0,0,0,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
505,5/22/17,128 2068,,5/11/17,SW,5/8/17,,WE,6.0,9,,F,GOT,10-3,7,7,14,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
507,5/22/17,128 2070 ,,5/11/17,SW,5/8/17,,WE,6.0,9,,F,GOT,10-4,1,0,1,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
509,5/22/17,128 2071,,5/11/17,SW,5/8/17,,WE,6.0,9,,F,GOT,10-5,0,0,0,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
511,5/22/17,128 2072 ,,5/11/17,SW,5/8/17,,WE,6.0,10,,F,GOT,10-3,22,0,22,analog,EF,KMM,FW,,,,vegetative,spore,,,contaminated
513,5/22/17,128 2074,,5/11/17,SW,5/8/17,,WE,6.0,10,,F,GOT,10-4,12,0,12,analog,EF,KMM,FW,,,,vegetative,spore,,,contaminated
515,5/22/17,128 2075,,5/11/17,SW,5/8/17,,WE,6.0,10,,F,GOT,10-5,0,0,0,analog,EF,KMM,FW,,,,vegetative,spore,,,contaminated
517,5/22/17,128 2076 ,,5/11/17,SW,5/8/17,,WE,6.0,11,,F,GOT,10-3,87,0,87,analog,EF,KMM,FW,,,,vegetative,spore,,,contaminated
519,5/22/17,128 2077,,5/11/17,SW,5/8/17,,WE,6.0,11,,F,GOT,10-4,21,1,22,analog,EF,KMM,FW,,,,vegetative,spore,,,contaminated
521,5/22/17,128 2078 ,,5/11/17,SW,5/8/17,,WE,6.0,11,,F,GOT,10-5,0,0,0,analog,EF,KMM,FW,,,,vegetative,spore,,,contaminated
523,5/22/17,128 2079 ,,5/11/17,SW,5/8/17,,WE,6.0,12,,F,GOT,10-3,362,0,362,analog,EF,KMM,FW,,,,vegetative,spore,,,contaminated
525,5/22/17,128 2080 ,,5/11/17,SW,5/8/17,,WE,6.0,12,,F,GOT,10-4,217,0,217,analog,EF,KMM,FW,,,,vegetative,spore,,,contaminated
527,5/22/17,128 2082,,5/11/17,SW,5/8/17,,WE,6.0,12,,F,GOT,10-5,13,0,13,analog,EF,KMM,FW,,,,vegetative,spore,,,
529,5/22/17,128 2083,,5/11/17,SW,5/8/17,,WE,6.0,13,,F,GOT,10-3,0,0,0,analog,,KMM,,,,,vegetative,spore,,,contaminated
531,5/22/17,128 2084,,5/11/17,SW,5/8/17,,WE,6.0,13,,F,GOT,10-4,3,0,3,analog,,KMM,,,,,vegetative,spore,,,contaminated
533,5/22/17,128 2085,,5/11/17,SW,5/8/17,,WE,6.0,13,,F,GOT,10-5,0,0,0,analog,,KMM,,,,,vegetative,spore,,,contaminated
535,5/22/17,128 2086,,5/11/17,SW,5/8/17,,WE,6.0,14,,F,GOT,10-3,0,0,0,analog,,KMM,,,,,vegetative,spore,,,contaminated
537,5/22/17,128 2087,,5/11/17,SW,5/8/17,,WE,6.0,14,,F,GOT,10-4,4,0,4,analog,,KMM,,,,,vegetative,spore,,,contaminated
539,5/22/17,128 2088,,5/11/17,SW,5/8/17,,WE,6.0,14,,F,GOT,10-5,0,0,0,analog,,KMM,,,,,vegetative,spore,,,contaminated
541,5/22/17,128 2089,,5/11/17,SW,5/8/17,,WE,6.0,15,,F,GOT,10-3,NC,NC,#VALUE!,analog,,KMM,,,,,vegetative,spore,,,contaminated
543,5/22/17,128 2090,,5/11/17,SW,5/8/17,,WE,6.0,15,,F,GOT,10-4,4,0,4,analog,,KMM,,,,,vegetative,spore,,,contaminated
545,5/22/17,128 2091,,5/11/17,SW,5/8/17,,WE,6.0,15,,F,GOT,10-5,0,0,0,analog,,KMM,,,,,vegetative,spore,,,contaminated
547,5/22/17,128 2096,,5/11/17,SW,5/8/17,,WE,6.0,16,,F,GOT,10-3,255,0,255,analog,,KMM,,,,,vegetative,spore,,,
549,5/22/17,128 2097,,5/11/17,SW,5/8/17,,WE,6.0,16,,F,GOT,10-4,62,0,62,analog,,KMM,,,,,vegetative,spore,,,
551,5/22/17,128 2099,,5/11/17,SW,5/8/17,,WE,6.0,16,,F,GOT,10-5,2,0,2,analog,,KMM,,,,,vegetative,spore,,,
553,5/22/17,128 2100,,5/11/17,SW,5/8/17,,WE,6.0,17,,F,GOT,10-3,0,0,0,analog,,KMM,,,,,vegetative,spore,,,
555,5/22/17,128 2101 ,,5/11/17,SW,5/8/17,,WE,6.0,17,,F,GOT,10-4,0,0,0,analog,,KMM,,,,,vegetative,spore,,,
557,5/22/17,128 2103 ,,5/11/17,SW,5/8/17,,WE,6.0,17,,F,GOT,10-5,0,0,0,analog,,KMM,,,,,vegetative,spore,,,
559,5/22/17,128 2104,,5/11/17,SW,5/8/17,,WE,6.0,18,,F,GOT,10-3,20,0,20,analog,,KMM,,,,,vegetative,spore,,,contaminated
561,5/22/17,128 2105,,5/11/17,SW,5/8/17,,WE,6.0,18,,F,GOT,10-4,0,0,0,analog,,KMM,,,,,vegetative,spore,,,contaminated
563,5/22/17,128 2106,,5/11/17,SW,5/8/17,,WE,6.0,18,,F,GOT,10-5,0,0,0,analog,,KMM,,,,,vegetative,spore,,,contaminated
565,5/22/17,128 2107,,5/11/17,SW,5/8/17,,WE,6.0,19,,F,GOT,10-3,57,0,57,analog,AT,AT,FW,,,,vegetative,spore,,,
567,5/22/17,128 2108,,5/11/17,SW,5/8/17,,WE,6.0,19,,F,GOT,10-4,38,0,38,analog,AT,AT,FW,,,,vegetative,spore,,,
569,5/22/17,128 2109 ,,5/11/17,SW,5/8/17,,WE,6.0,19,,F,GOT,10-5,6,0,6,analog,AT,AT,FW,,,,vegetative,spore,,,
571,5/22/17,128 2110,,5/11/17,SW,5/8/17,,WE,6.0,20,,F,GOT,10-3,109,10,119,analog,AT,AT,FW,,,,vegetative,spore,,,
573,5/22/17,128 2111,,5/11/17,SW,5/8/17,,WE,6.0,20,,F,GOT,10-4,20,2,22,analog,AT,AT,FW,,,,vegetative,spore,,,
575,5/22/17,128 2112 ,,5/11/17,SW,5/8/17,,WE,6.0,20,,F,GOT,10-5,8,0,8,analog,AT,AT,FW,,,,vegetative,spore,,,
577,5/22/17,128 2113,,5/11/17,SW,5/8/17,,WE,6.0,21,,F,GOT,10-3,19,9,28,analog,AT,AT,FW,,,,vegetative,spore,,,
579,5/22/17,128 2114,,5/11/17,SW,5/8/17,,WE,6.0,21,,F,GOT,10-4,10,6,16,analog,AT,AT,FW,,,,vegetative,spore,,,
581,5/22/17,128 2115 ,,5/11/17,SW,5/8/17,,WE,6.0,21,,F,GOT,10-5,2,0,2,analog,AT,AT,FW,,,,vegetative,spore,,,
583,5/22/17,128 2116,,5/11/17,SW,5/8/17,,WE,6.0,22,,F,GOT,10-3,54,0,54,analog,,KMM,,,,,vegetative,spore,,,contaminated
585,5/22/17,128 2117,,5/11/17,SW,5/8/17,,WE,6.0,22,,F,GOT,10-4,29,0,29,analog,,KMM,,,,,vegetative,spore,,,contaminated
587,5/22/17,128 2119,,5/11/17,SW,5/8/17,,WE,6.0,22,,F,GOT,10-5,0,0,0,analog,,KMM,,,,,vegetative,spore,,,contaminated
589,5/22/17,128 2120,,5/11/17,SW,5/8/17,,WE,6.0,23,,F,GOT,10-3,120,0,120,analog,,KMM,,,,,vegetative,spore,,,
591,5/22/17,128 2121,,5/11/17,SW,5/8/17,,WE,6.0,23,,F,GOT,10-4,5,0,5,analog,,KMM,,,,,vegetative,spore,,,
593,5/22/17,128 2122,,5/11/17,SW,5/8/17,,WE,6.0,23,,F,GOT,10-5,4,0,4,analog,,KMM,,,,,vegetative,spore,,,
595,5/22/17,128 2123,,5/11/17,SW,5/8/17,,WE,6.0,24,,F,GOT,10-3,20,0,20,analog,,KMM,,,,,vegetative,spore,,,contaminated
597,5/22/17,128 2124,,5/11/17,SW,5/8/17,,WE,6.0,24,,F,GOT,10-4,5,0,5,analog,,KMM,,,,,vegetative,spore,,,contaminated
599,5/22/17,128 2125,,5/11/17,SW,5/8/17,,WE,6.0,24,,F,GOT,10-5,0,0,0,analog,,KMM,,,,,vegetative,spore,,,contaminated
601,5/22/17,128 2126,,5/11/17,SW,5/8/17,,WE,6.0,25,,F,GOT,10-3,330,24,354,analog,,SLD,FW,,,,vegetative,spore,,,
603,5/22/17,128 2127,,5/11/17,SW,5/8/17,,WE,6.0,25,,F,GOT,10-4,61,2,63,analog,SLD,SLD,FW,,,,vegetative,spore,,,
605,5/22/17,128 2128,,5/11/17,SW,5/8/17,,WE,6.0,25,,F,GOT,10-5,2,0,2,analog,,SLD,FW,,,,vegetative,spore,,,
607,5/22/17,128 2129,,5/11/17,SW,5/8/17,,WE,6.0,26,,F,GOT,10-3,38,6,44,analog,,SLD,FW,,,,vegetative,spore,,,contaminated
609,5/22/17,129 2130,,5/11/17,SW,5/8/17,,WE,6.0,26,,F,GOT,10-4,18,0,18,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
611,5/22/17,128 2131,,5/11/17,SW,5/8/17,,WE,6.0,26,,F,GOT,10-5,0,0,0,analog,,SLD,FW,,,,vegetative,spore,,,contaminated
613,5/22/17,128 2132,,5/11/17,SW,5/8/17,,WE,6.0,27,,F,GOT,10-3,213,0,213,analog,,SLD,FW,,,,vegetative,spore,,,
615,5/22/17,128 2133,,5/11/17,SW,5/8/17,,WE,6.0,27,,F,GOT,10-4,1,0,1,analog,,SLD,FW,,,,vegetative,spore,,,
617,5/22/17,128 2134,,5/11/17,SW,5/8/17,,WE,6.0,27,,F,GOT,10-5,0,0,0,analog,,SLD,FW,,,,vegetative,spore,,,
